,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HL-60(TB),HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MALME-3M,MCF7,MDA-MB-231/ATCC,MDA-MB-435,MDA-MB-468,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,NCI/ADR-RES,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-19,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
"('Bortezomib', 'Gefitinib')",-251.8314792,-210.06061,-262.5533467,-163.420251,-270.1983911,-206.499997,-264.9450024,-344.5271487,-222.7577282,-230.781672,-330.3001355,-313.8380935,-241.7686327,-368.7501488,-282.1396304,-304.997448,-207.9780794,-216.4533382,-92.89829415,-257.4583513,-296.1607805,-306.907231,-244.206006,-198.3304633,-288.8298526,-281.348054,-266.3949392,-239.8684465,-235.9115374,-181.2080489,-348.6754778,-81.00761047,-275.76856,-147.4441478,-199.7387644,-238.8532555,-238.5365606,-158.7142964,-264.828973,-257.2920959,-298.783176,-261.8825794,-247.8586173,-405.6856855,-287.4374888,-245.360205,-245.3894969,-218.7630796,-206.0726348,-243.5010846,-262.2663771,-164.6927338,-124.2030348,-369.0442568,-256.9652474,-192.745008,-371.9912673,-252.1541561,-255.8979827,-207.4541794
"('Bortezomib', 'Thioguanine')",-206.9912466,-274.5531711,-142.7787589,-213.8103214,-267.7942612,-174.479331,-113.6710427,-173.743574,-22.3063468,-209.3006242,-208.1076725,-184.9460891,-197.2772836,12.53756768,-219.8995571,-257.8464477,-225.8990553,-156.6206326,-231.7928344,-188.5683752,-256.7004966,-106.9317454,-203.2521431,-269.055939,-225.5778239,-209.0995943,-265.4999502,-253.3606931,-93.5005622,-266.123902,-73.00148909,-205.2745483,-180.6329192,-242.3008272,-232.0776405,-171.9203487,-194.2581018,-184.6623615,-236.2678674,-241.169389,-208.3256399,-238.8628335,-239.3556829,-29.57791951,-188.9694889,-276.9109415,-308.6013173,-192.5062656,-242.1080182,-241.5695361,-299.6768249,-278.2852226,-125.8282706,-181.0749341,-250.8088354,-224.2367889,-126.0620082,-217.3231074,-198.8123948,-202.5364202
"('Bortezomib', 'Ruxolitinib')",-305.2639294,-232.5228935,-270.4057171,-321.2034405,-243.2397901,-299.9377175,-215.6731742,-270.8434697,-275.9207645,-273.2988839,-392.270433,-330.1263179,-335.1767749,-133.692609,-318.1908752,-269.3133546,-236.556849,-317.0738368,-288.8922117,-284.3659082,-220.4167078,-315.739508,-339.1716104,-278.6228467,-263.3050816,-278.3840581,-300.3756825,-250.1726176,-256.8901505,-283.1007337,-289.3557467,-255.4338666,-279.7014548,-255.7475741,-310.9888909,-401.5215063,-294.3320031,-328.1851851,-322.0577409,-287.496599,-119.42326,-312.4196816,-333.4450429,-309.9646149,-293.5951965,-299.2240687,-315.9437858,-316.0006914,-296.0168199,-328.6413806,-272.8632256,-310.268726,-137.6517284,-271.65075,-227.8972887,-288.79336,-306.2982299,-338.7493235,-312.4016484,-265.4170394
"('Bortezomib', 'Melphalan')",-304.1321493,-313.3210879,-164.6884266,-204.8829895,-256.6363515,-256.148813,-209.5286783,-113.5412898,-236.4841683,-304.2108889,-303.2957676,-238.20034,-246.3678736,-148.9869869,-252.6299965,-221.7491934,-314.688733,-273.2724215,-225.5365763,-256.5962145,-263.2603998,-230.2550139,-337.692357,-227.7345945,-244.9191506,-273.8854534,-294.1596641,-235.8551601,-200.0011127,-208.1370513,-98.59629429,-262.2708851,-250.4852374,-275.0485224,-267.5700472,-252.209121,-300.704104,-273.1670709,-259.3886267,-275.4658244,-200.8747604,-251.4857742,-226.9092571,-159.6268335,-261.4063609,-298.3994819,-300.030369,-216.4223451,-283.7722476,-260.3476505,-249.0909144,-255.4429813,-149.284086,-206.0499171,-213.8561742,-248.849147,-162.8240719,-228.7511976,-255.5450535,-306.567727
"('Bortezomib', 'Teniposide')",-215.7630962,-205.826285,-183.9692483,-175.904819,-182.3067488,-206.2691222,-97.27053524,-150.8283138,-126.7810705,-250.1674171,-258.9222925,-239.0494636,-246.7707358,-34.15680395,-177.0525057,-203.3121644,-234.41845,-208.4185793,-210.2250637,-201.5616411,-305.9540082,-240.4016345,-216.3664303,-245.966256,-226.2653653,-248.2603247,-295.5950218,-254.030431,138.3821639,-240.8900167,-184.2180018,-301.0647445,-252.4223602,-239.0956708,-290.5005895,-229.7353989,-309.2356889,-270.9482386,-208.5310616,-281.3861097,-86.01152481,-230.5760001,-254.8412174,-131.9371979,-195.3619544,-232.8073698,-272.817133,-220.7472652,-270.6614124,-233.5516473,-231.890066,-211.5872593,-160.1403785,-241.7695469,-236.6468619,-242.3566568,-113.5544611,-273.5937683,-207.3981748,-257.9080969
"('Bortezomib', 'Vinorelbine tartrate')",-203.0630098,-229.7686415,-240.4652508,-210.1097133,-203.2572211,-231.814988,-232.4756367,-102.5918444,-201.5597178,-192.63435,-180.1412946,-180.6424916,-297.9817826,-137.8176759,-241.1624363,-184.836643,-206.8996026,-176.1445293,-243.6266874,-200.9239437,-222.9926394,-244.399441,-213.7561625,-138.418145,-190.7956409,-220.6783795,-72.6793421,-191.4057369,-179.0559112,-186.8469936,-178.8148986,-182.1710349,-223.7599949,-157.2186149,-280.8497943,-144.4568527,-218.3284093,-190.0559894,-218.7371461,-218.0304534,-152.0639501,-159.1191759,-227.8404159,-218.2236681,-195.9522438,-156.7873532,-225.2451013,-160.2176155,-199.5136254,-215.8602089,-215.0920212,-135.1531924,-164.9150186,-236.8904242,-156.159657,-249.3103879,-137.6630286,-220.1129651,-170.9940694,-317.4847028
"('Bortezomib', 'Axitinib')",-320.1396748,-175.1071593,-246.7007173,-285.311417,-279.0016287,-326.8226883,-185.7469006,-275.7898691,-322.2396847,-276.9961873,-339.1336923,-258.3889704,-330.7322216,-87.46661,-321.8817734,-357.5360439,-280.414063,-286.8574851,-309.9081604,-179.8472605,-272.2705734,-253.1099784,-311.9952453,-287.4724618,-228.4881058,-331.1298594,-274.9918069,-240.6977777,-172.086604,-301.4313053,-350.1042975,-287.0103234,-264.3342525,-217.1895257,-291.7365789,-414.0955406,-281.6630414,-324.0322767,-323.5357543,-295.1419455,-244.9252583,-323.3232421,-335.8358135,-290.8468785,-252.6899206,-323.9715827,-284.5197161,-290.3929728,-270.7523866,-311.6428855,-268.5850745,-298.2989857,-140.3494444,-270.4782083,-263.3382222,-252.4138513,-289.0068539,-317.427738,-271.8956574,-283.2719275
"('Bortezomib', 'Daunorubicin hydrochloride')",-227.2618136,-271.908657,-198.9467204,-178.7484629,-229.1739554,-210.5925871,-175.6710159,-110.9216544,-263.0683643,-266.1967535,-264.3290312,-293.8651119,-278.4561195,-52.95319957,-323.4900502,-202.7812021,-256.5317499,-242.8738039,-281.4528264,-211.8331763,-271.9397164,-237.0513785,-276.7223729,-184.8794958,-220.4981893,-252.9036418,-205.9585174,-213.8894505,-85.0075056,-243.4737901,-254.8237368,-269.7850478,-310.597163,-248.297577,-288.0264631,-210.4925752,-292.5604459,-248.7064655,-271.8300282,-304.0688154,-99.32875781,-245.1110625,-195.1311442,-239.3426889,-240.8144341,-279.644407,-240.2058324,-172.3910662,-244.0864202,-306.1679798,-230.5335648,-229.1334197,-201.7057641,-272.7244687,-229.4742329,-241.6986213,-133.4770435,-283.2709609,-224.3774407,-311.0871224
"('Bortezomib', 'Megestrol acetate')",-301.2518005,-279.0452222,-181.619101,-277.972767,-277.6291183,-303.8874127,-271.8068404,-210.0327876,-202.2003937,-276.5003713,-309.5450999,-259.2434121,-244.5170197,-188.7671591,-266.8349064,-269.1845589,-293.9261799,-325.5453585,-260.1409575,-220.2706924,-277.6142176,-260.910538,-336.5719058,-272.8980793,-357.5816973,-302.2369283,-278.3564772,-293.1897021,-304.8109533,-276.6492172,-157.5909582,-295.8776676,-289.4332381,-326.317763,-277.6663978,-346.5352845,-279.6518226,-294.4255621,-334.4127405,-268.7997406,-331.0131329,-275.0195198,-298.1971585,-219.6610802,-298.1725713,-286.5630899,-313.8648747,-239.0530858,-315.9225866,-265.1851619,-274.0574482,-277.7053601,-294.4431901,-205.3386412,-281.2571538,-266.7803673,-170.6200587,-274.6083224,-308.2268804,-293.1412392
"('Bortezomib', 'Lenalidomide')",-320.0712294,-304.4225798,-344.6352588,-302.1975057,-230.4411658,-343.656402,-319.1994513,-409.717849,-414.8641519,-302.0795995,-278.8354678,-321.6962512,-316.9744188,-376.9471165,-284.9299736,-386.1313564,-304.9639926,-280.848548,-304.7563448,-350.5846,-343.1302572,-338.8944571,-292.6560387,-322.6691054,-279.5180688,-309.2777682,-296.0651774,-300.2884685,-340.439065,-261.0017233,-386.5077227,-324.1780005,-309.9341243,-340.7232813,-272.2484369,-353.9602691,-297.7835069,-287.5851117,-328.2301442,-307.8695792,-258.4771043,-329.4457837,-285.4533606,-446.970055,-283.5189232,-303.5621278,-304.2201893,-276.3987879,-318.056153,-303.2834946,-319.271477,-322.3233248,-260.1170743,-418.921739,-320.6774431,-328.41564,-402.9290751,-300.8371046,-292.6067273,-328.0045005
"('Bortezomib', 'Uracil mustard')",-262.3871173,-243.4920535,-158.370277,-205.6899809,-243.1607927,-214.8671022,-131.6517984,-121.0519549,-131.9688217,-308.3149589,-276.753043,-252.0522241,-250.5971622,-50.39736981,-256.0764055,-246.3972925,-323.1668737,-238.8871274,-174.3618965,-231.846766,-287.6640245,-222.041835,-256.7560225,-292.8027426,-257.9431632,-253.9176375,-324.675585,-231.9804793,-124.5720618,-215.060746,-185.1245007,-287.2851352,-260.3407315,-240.8679226,-240.6699819,-300.3248382,-298.2214235,-261.6307413,-285.5322629,-284.5493411,-231.4225914,-250.6124924,-290.4098056,-44.44919679,-226.5116877,-260.9547518,-245.1096791,-248.3199086,-293.5535472,-236.9063356,-211.5552634,-229.3009307,-104.8074346,-176.8207977,-226.5168256,-278.3735894,-117.1784728,-264.2127441,-250.8404554,-264.9292565
"('Bortezomib', 'Dacarbazine')",-313.5395852,-307.3019551,-205.5834565,-248.0614304,-346.442522,-268.8499454,-221.4881328,-207.3014111,-173.3948045,-304.4843767,-301.812428,-275.8872274,-290.5353152,-166.2173021,-311.4579598,-263.2015586,-305.1658505,-286.1916902,-244.7878489,-228.4692372,-294.2485181,-200.0502265,-302.8480474,-278.3768594,-325.7299781,-285.0089652,-302.0837059,-321.7773762,-320.4689845,-302.637764,-218.6446672,-313.9653429,-263.296368,-327.996094,-308.6749168,-317.1070337,-319.6524316,-313.0708143,-342.186203,-278.5733414,-266.4800512,-300.8726499,-284.4606213,-154.5152466,-304.3142107,-287.8918321,-299.3920429,-264.9664651,-280.901193,-305.489554,-289.3553625,-287.169598,-328.9334686,-210.4941947,-293.6432164,-316.5616148,-150.1311299,-257.1884507,-311.5928368,-263.2833322
"('Bortezomib', 'Lomustine')",-224.2618616,-269.6717828,-150.2393006,-266.5328532,-198.7256266,-259.371537,-109.8059859,-154.5309398,-218.1532088,-266.6038829,-297.0430793,-223.0686416,-244.5076281,-64.83029685,-280.5208526,-179.231121,-279.052341,-265.1604666,-179.0626237,-242.8032887,-266.527962,-180.3521915,-298.9773893,-239.4860671,-311.0594906,-256.4339191,-253.3650808,-242.0595797,-195.2722477,-184.6254806,-148.3572833,-252.9907806,-285.7938833,-282.7314986,-228.770559,-298.0593549,-275.2269695,-288.221864,-242.4089205,-252.7193497,-201.5656402,-255.8396188,-275.8467333,-83.36701103,-217.8653207,-258.5041903,-284.8473287,-223.8795151,-276.419731,-252.3245571,-179.1388737,-120.9929324,-75.68317816,-190.4410611,-249.1465147,-246.6638669,-100.4604903,-243.4184535,-211.3709246,-289.3444664
"('Bortezomib', 'Mitoxantrone')",-162.8330342,-164.7446647,-138.9081394,-168.6405758,-201.7469367,-171.5769018,-137.8858975,-146.8241814,-140.7125239,-233.9974712,-265.3127087,-228.1100542,-209.9394046,-28.86257408,-200.6118597,-123.3567741,-211.166353,-188.549237,-184.748225,-208.6873992,-245.966692,-175.4503619,-215.9000386,-178.2991189,-210.337922,-204.4516792,-229.0757523,-220.1691849,-35.9129798,-118.6927569,-114.5962783,-206.2082073,-224.592262,-142.6144666,-259.6915959,-195.0134428,-267.1893351,-242.4116871,-179.0786568,-246.7398759,-147.0346243,-233.0951191,-169.9515433,-108.0754673,-173.5659868,-135.3647221,-265.6107083,-200.340103,-164.0298938,-186.7472616,-133.2541384,-113.5235013,-96.46491907,-223.9925207,-217.3263117,-199.7243203,-19.86779153,-272.3778651,-166.1471686,-242.127025
"('2-Fluoro Ara-A', 'Chlorambucil')",-276.4427711,-255.4468553,-239.0326667,-204.5202111,-273.4226803,-228.4429184,-132.4415175,-196.9843396,-294.4169864,-265.4299667,-246.3766565,-267.7380048,-277.2763744,-133.3735913,-203.9205254,-253.3323186,-308.3919136,-271.005756,-218.4386693,-241.5121909,-409.6464987,-269.2674331,-265.8763752,-238.680868,-262.2685135,-239.4363756,-311.2198491,-224.5640245,-68.49991463,-243.5236923,-214.665344,-277.0952789,-240.8106666,-246.5015252,-212.1194646,-277.8080169,-309.7790702,-301.3396495,-246.0983667,-269.2070436,-196.586171,-207.5474025,-256.0378342,-243.8881988,-253.4576082,-263.2416941,-280.7864342,-190.528584,-339.2382832,-179.3403285,-251.2552256,-290.382875,-159.3969343,-256.9062509,-294.067037,-295.6305425,-249.4068639,-276.2547168,-295.7381742,-274.746802
"('2-Fluoro Ara-A', 'Exemestane')",-176.8835121,-169.8329424,-194.7813508,-188.2846391,-183.0081784,-216.8669953,-17.12832807,-112.1964772,-159.6743042,-153.7684604,-181.9872073,-170.564658,-158.0474046,-38.14614068,-125.4110705,-133.6575046,-180.4739898,-153.690728,-159.6111907,-133.2269069,-256.6942845,-157.0401012,-181.018686,-93.676447,-143.567088,-157.0142093,-174.260065,-159.4929714,-87.62890164,-138.3163221,-195.6196076,-147.2931838,-144.2552908,-115.1635933,-74.11787587,-142.2047479,-179.4329044,-199.0954525,-89.03424588,-183.7487793,-113.8450189,-140.9972033,-192.2538333,-211.5867426,-166.894257,-150.0289128,-168.3418118,-135.9666551,-209.4833427,-133.407657,-171.5525582,-186.1868256,-175.4125398,-150.0043406,-214.3676287,-190.1717797,-144.2119665,-190.235376,-187.8888556,-236.954637
"('Methoxsalen', 'Chlorambucil')",-259.0947147,-302.0815342,-248.9488098,-242.3415842,-300.888253,-201.9582847,-172.1591333,-249.6182682,-255.774,-324.5624136,-288.8186867,-265.2274635,-255.6449477,-154.1917883,-209.6039841,-259.0589696,-267.8893765,-253.1647128,-237.0868521,-264.3190896,-301.3321668,-269.6496714,-276.1111232,-288.8408735,-267.4871166,-232.2516544,-315.7732159,-252.5131397,-110.7866949,-279.5419644,-248.3948332,-360.2754432,-234.8651193,-251.1171995,-264.5741389,-273.8228494,-307.6942991,-299.1197561,-256.1975078,-265.3672717,-231.8205291,-243.4663785,-224.0315955,-300.1513507,-260.1036852,-263.4343251,-305.8441419,-243.6083769,-312.230717,-263.6849357,-423.8388427,-291.7937907,-172.9008004,-228.5579639,-273.7315386,-291.0198454,-255.1649542,-289.7677204,-242.0156345,-284.1416332
"('Methoxsalen', 'Exemestane')",-215.4261846,-212.1354121,-219.7422816,-241.83064,-166.6768015,-210.9003773,-208.4401867,-157.8048831,-193.7666742,-188.2674392,-205.5862267,-216.9160544,-185.240634,-152.0664347,-195.1796698,-246.2027888,-141.8915477,-227.429076,-206.1592895,-187.9919159,-215.0176158,-227.4849852,-190.3125315,-174.4300465,-217.0013638,-191.5264976,-205.7817103,-189.1531787,-169.2625874,-219.9031611,-209.9333515,-293.3618781,-203.1939741,-202.1804986,-185.8584727,-227.0246716,-204.5860949,-211.5310686,-197.8284765,-181.3611684,-160.2498161,-181.6178511,-222.7760814,-251.6484375,-206.2869909,-201.4506551,-225.1685222,-169.9032642,-215.2453333,-210.9520624,-299.6428358,-224.4672414,-220.3677836,-194.0732992,-205.1873743,-225.9520282,-235.0989378,-188.0487246,-203.1998123,-233.0999069
"('Arsenic trioxide', 'Amifostine')",-155.298648,-160.741032,-260.8414293,-269.674624,-97.08481,-187.140928,-139.547328,-161.384176,-169.5272067,-134.1142533,-203.715456,-201.4257667,-199.034294,-102.912044,-123.3006053,-193.2234833,-156.45115,-152.187968,-178.5872,-81.908656,-212.429902,79.77612,-223.058624,-127.4809013,-176.6085933,-231.66392,-199.085968,-182.64696,-155.876248,-262.219212,-160.703676,-266.8678333,-187.42385,-71.138208,-93.32476,-27.54399933,-183.086088,-216.165972,-184.53649,-219.6092707,-75.758424,-203.6038707,-179.4369347,-171.9874853,-61.882498,-129.4391467,-177.1895287,-120.199302,-248.3523467,-158.9375973,-167.68843,-131.256024,-193.58282,-154.7189947,-141.5891213,-215.33233,-100.4743207,-154.62264,-157.792084,-203.22789
"('2-Fluoro Ara-A', 'Gefitinib')",-259.3154069,-193.0064362,-216.1601274,-181.2342272,-282.8525683,-172.1779561,-110.5900212,-197.2876212,-204.7954471,-189.2754277,-252.4405541,-258.313608,-211.1053235,-93.61151145,-209.9687743,-170.6468476,-246.0370685,-210.59599,-61.77316,-204.3233671,-369.3315096,-213.0029379,-241.3139739,-125.6901298,-203.069623,-230.3016775,-252.5596109,-239.6981863,-128.8728842,-223.4917866,-257.4354759,-98.52985963,-189.4395398,-127.8317633,-94.63640603,-216.1942593,-256.5859337,-174.0366201,-122.9244431,-230.4307302,-102.2627286,-258.0385633,-227.1242,-267.3254716,-266.9527312,-210.5545948,-199.7636395,-117.6824975,-212.1806537,-154.8652315,-223.6621934,-159.8356954,-167.0833978,-252.4198426,-245.546676,-99.82952527,-249.3145327,-224.7490806,-250.5402905,-172.6485797
"('2-Fluoro Ara-A', 'Ruxolitinib')",-276.4537682,-290.6767787,-293.1079696,-279.1296052,-244.992578,-205.7910515,-220.9151516,-252.8472943,-265.3803576,-305.3055022,-272.4912909,-234.6040083,-280.8116579,-191.8973484,-308.6297809,-291.4690315,-183.350078,-281.5606293,-289.3970645,-248.1548997,-209.8569256,-316.3068495,-351.0774144,-287.7834893,-264.3619563,-299.6674151,-285.1206627,-321.8955247,-202.4581026,-271.3454095,-281.6461781,-263.691257,-276.9954367,-274.3313824,-255.1962928,-306.9882279,-290.5692532,-276.329768,-270.5625642,-296.0487745,-232.887255,-284.7764858,-315.9579101,-285.0650858,-316.1226716,-263.9293846,-280.8880124,-319.0561475,-296.088786,-263.8196322,-285.5795658,-311.0113073,-263.1640911,-270.5932233,-308.7194237,-274.7568597,-320.1473149,-313.8513374,-309.9656719,-261.5974663
"('2-Fluoro Ara-A', 'Melphalan')",-289.0040221,-299.4496727,-229.9182943,-212.5343838,-255.2949205,-260.448087,-87.58682787,-205.6460887,-297.3453288,-256.6432227,-266.6254155,-272.5243925,-258.9530567,-68.05683929,-202.1102505,-240.6421032,-257.6054685,-230.664056,-190.185284,-263.3610029,-354.6469156,-256.2374998,-275.8831285,-236.3593749,-267.8370117,-257.1175453,-289.7698172,-233.9928619,-86.77605474,-304.8440588,-274.4647781,-336.7268333,-221.2245243,-250.3300693,-184.520657,-255.3443642,-314.9210384,-260.0174088,-219.3506031,-269.6984707,-196.4230463,-259.460935,-294.1557421,-263.0862744,-250.5770305,-311.2460721,-246.3791295,-223.6546781,-309.7067371,-203.0354336,-256.3143344,-277.8737456,-176.9478623,-281.1384652,-279.1076935,-294.7988795,-260.5949839,-268.6803082,-290.3531904,-247.514519
"('Methoxsalen', 'Gefitinib')",-257.003688,-212.9087438,-218.048336,-182.9064192,-196.9529485,-220.490879,-285.7459467,-195.5252732,-200.5649039,-206.0171718,-289.6751867,-290.31168,-226.172642,-203.1557621,-240.6311441,-242.452231,-204.7726406,-224.7715816,-78.4574774,-245.6608558,-303.048762,-285.6584883,-259.4433579,-169.6968654,-252.2274795,-233.0617138,-267.1708935,-231.5941575,-211.7660262,-210.0139503,-246.0778012,-86.26680747,-252.9879957,-153.8135704,-231.7955012,-222.2696765,-247.2808307,-170.3998187,-232.9346424,-229.5824698,-145.7446171,-186.6884338,-200.9231137,-284.0649567,-279.8293893,-262.4202418,-228.2807701,-189.2717716,-206.133495,-222.4254583,-162.3359412,-217.2658495,-246.4427085,-273.3488195,-239.1343728,-191.0699241,-284.390565,-249.9731333,-247.4076878,-215.9677687
"('Methoxsalen', 'Thioguanine')",-234.0824743,-274.5638423,-190.5163997,-214.2670612,-243.7484835,-236.5277183,-109.9156467,-215.5654023,-167.8093978,-234.530681,-216.51852,-162.7252083,-175.3266985,-168.5293619,-172.2961041,-253.361734,-226.3082795,-201.8444,-240.7434413,-193.4819239,-194.9715953,-131.3481965,-212.833096,-236.7647257,-230.4549678,-254.0248782,-269.4416949,-252.6297245,-31.0589446,-250.7053004,-196.1299993,-253.8430739,-177.8200906,-222.3735171,-187.8682024,-208.9499616,-203.2787924,-176.1313378,-239.9784535,-238.1278335,-248.251367,-280.5352471,-273.4221948,-201.3154864,-235.1286508,-274.6644943,-265.5972191,-230.4361454,-227.2891889,-272.5216458,-424.2701815,-284.8368081,-161.1311157,-250.2874933,-272.3120584,-253.3207372,-212.8173057,-193.9233449,-189.9942906,-187.20867
"('Methoxsalen', 'Melphalan')",-272.5477336,-288.0922856,-284.4122873,-229.1026056,-271.7921765,-265.7168771,-183.75939,-223.1101859,-300.8380067,-338.8936598,-312.60046,-274.7614129,-253.5948172,-143.5367352,-253.1546355,-275.2576376,-261.5448813,-227.3341608,-207.9844029,-259.5151661,-261.3320587,-253.1877663,-299.3970659,-246.6782038,-221.4111105,-252.3871331,-288.8495597,-244.8208632,-99.15473435,-226.0355061,-290.1063658,-216.1573395,-241.6932534,-262.9596174,-244.0758085,-281.1853911,-305.060181,-300.5438799,-277.6760155,-261.4001504,-321.4575734,-249.3524946,-239.3287842,-283.3422906,-262.4330934,-317.8445179,-294.3845106,-235.3411909,-259.4101115,-277.3557072,-185.6847178,-272.6793513,-138.952051,-242.0502112,-278.451832,-271.3579759,-242.0733055,-307.8177625,-298.1996903,-295.8924258
"('2-Fluoro Ara-A', 'Teniposide')",-192.3768444,-174.431517,-209.1425746,-120.8807316,-245.2295229,-201.2582024,-39.53293333,-168.1940134,-145.025232,-195.3097999,-233.954776,-199.5666001,-152.228128,-3.9648998,-141.6945994,-199.4282614,-233.8701373,-200.61345,-193.8505493,-212.7393818,-292.5899383,-169.9021985,-207.6419865,-204.1108269,-185.8156827,-216.2539742,-246.2870418,-236.6120935,95.63379772,-218.8234588,-140.8492601,-266.427947,-138.7445352,-210.5125876,-222.6914922,-207.9890221,-263.4255926,-258.6441101,-172.8721362,-261.8042904,-20.90211364,-179.457525,-186.8458477,-201.9183048,-205.3475254,-213.0956247,-248.9648775,-127.8235871,-242.8020318,-143.7956839,-133.4835698,-201.3242069,51.908626,-217.7433135,-235.7279055,-173.5452152,-206.0902254,-279.0659869,-223.5350002,-261.958661
"('2-Fluoro Ara-A', 'Vinorelbine tartrate')",-214.6343895,-214.4501194,-215.9554571,-229.6634356,-185.9798163,-209.4420381,-116.0119904,-158.5158719,-172.7580469,-186.8809787,-200.4548761,-175.0662312,-263.0978643,-131.3636351,-186.570766,-179.9787594,-212.4133226,-190.93632,-191.9254213,-168.4104071,-269.155118,-233.7306254,-164.8484185,-113.3222735,-206.9516986,-191.0059941,-28.136503,-188.7058327,-77.8737195,-160.1126006,-130.8877999,-178.0424779,-180.7509378,-151.5602315,-197.0786933,-57.53822001,-243.4115443,-196.7833988,-177.9128638,-223.447506,-149.4858323,-158.6664475,-169.4238061,-250.8342881,-173.7942962,-175.5698585,-139.4308353,-125.1631376,-184.4304542,-188.4162838,-209.3620899,-161.5795686,-59.04792448,-208.74868,-218.0796402,-196.498011,-178.7688447,-210.1474051,-129.0403356,-296.4017777
"('2-Fluoro Ara-A', 'Crizotinib')",-301.8159518,-296.2465655,-293.7492517,-238.7187325,-282.3384082,-261.7183289,-112.4281577,-270.1394227,-289.7170604,-325.2476025,-206.8836248,-263.6934327,-264.2355226,-278.3941658,-265.6124562,-245.5814674,-254.4375575,-318.1998246,-290.6648385,-230.9760357,-210.8089875,-324.2803693,-292.6418638,-304.317578,-225.4939994,-258.0242327,-266.0325639,-302.4136301,-105.8055987,-309.4354408,-295.0935284,-304.8199049,-249.0299298,-296.8973478,-277.9795066,-347.7949762,-339.9087867,-43.6433808,-440.1019136,-269.0641058,-189.6496096,-271.1656612,-334.8070363,-261.4605867,-320.3385975,-290.0578065,-269.1687397,-261.8178,-253.981145,-237.790613,-259.6933739,-291.9198288,-59.67705024,-231.18968,-286.659035,-282.5672373,-319.3194033,-283.8654826,-295.0322874,-262.5396914
"('2-Fluoro Ara-A', 'Axitinib')",-289.3751917,-278.9709892,-303.4566723,-263.8233414,-302.2946392,-281.7007443,-164.0900836,-284.9338677,-277.3313537,-292.6726807,-328.9958847,-292.1186187,-294.4249119,-124.1915361,-225.8528059,-303.502714,-222.762953,-268.2963855,-304.3396459,-187.5603046,-301.9029096,-320.4426837,-341.7462896,-286.2536814,-267.0230371,-322.7313916,-275.5919214,-289.3354849,-44.53879024,-298.7611138,-305.2140963,-308.0409686,-309.0363765,-217.9926405,-259.279093,-298.641002,-330.1892911,-286.8330438,-236.5383598,-265.1452001,-225.7566736,-266.3064499,-192.7446942,-303.1372686,-312.6936882,-311.7113674,-306.3094208,-310.7479114,-314.687958,-258.2894349,-286.8332523,-291.2301065,-206.5647448,-234.3088767,-284.047955,-291.5397573,-289.5634717,-282.8940225,-287.6720497,-313.1814002
"('Methoxsalen', 'Crizotinib')",-323.7661057,-282.9293963,-260.0517756,-277.9166884,-273.8300002,-340.7799875,-199.9287801,-189.2729439,-218.1334598,-270.5739247,-302.3015515,-247.9272709,-261.5396781,-165.1422054,-305.3905659,-248.7486709,-214.3256089,-259.6710323,-271.8684561,-234.6001267,-154.4889675,-247.231149,-292.66808,-253.7187573,-303.1519842,-290.8876217,-216.9286549,-279.325348,-137.8567205,-263.3680949,-251.3834149,-286.7623196,-275.6688798,-230.7139577,-291.4403479,-296.2605808,-301.028263,-259.7661495,-267.3974256,-264.2703804,-169.1154733,-390.3808015,-233.5836783,-266.6729452,-321.612987,-252.9942509,-244.9685019,-244.1703926,-285.2631307,-274.072023,-256.0475108,-290.6783891,-143.0169053,-281.150706,-269.1138185,-297.2441743,-287.3483414,-303.5683178,-279.8620033,-266.4671002
"('Arsenic trioxide', 'Everolimus')",-199.874538,-144.997672,-163.3328753,-278.608072,-104.27562,-199.98586,-150.5845867,-198.08002,-150.61,-197.7955813,-265.76808,-223.4726967,-89.25982533,-158.969134,-137.1839,-138.868584,-164.670256,-178.9323867,-197.631668,-143.0967733,-221.4668107,-54.69855867,-249.309816,-175.202748,-199.7955033,-155.4092653,-216.2124253,-143.228266,-231.50452,-331.38791,-177.3283167,-285.360348,-150.409814,-118.076448,-150.452194,-155.2400427,-186.3789853,-238.67548,-183.2681933,-133.26518,-151.3486067,-164.9379547,-158.6072073,-159.4267467,-74.676326,-147.44693,-144.04107,-127.4468427,-264.540708,-197.5676933,-194.163684,-191.4082,-122.23865,-159.9662367,-192.4983127,-257.59264,-160.754748,-105.7349067,-178.8071607,-310.0026547
